FR|1,day|1,delay|0,experiment|door_train_contingent,output_path|/home/pi/miniscope_operant_dec_2022/output/,title|nan,vole|5113,vole_2|5050
round,event,time,phase initialized,phase submitted,latency,duration,modifiers,round timestamp initialized
0,trigger,0.002,setup_phase,setup_phase,,,ID:miniscope_trigger|,0
0,close_start_door_1,0.056,setup_phase,setup_phase,,,ID:door_1|,0
0,close_finished_door_1,0.244,setup_phase,setup_phase,,,ID:door_1|,0
0,close_start_door_2,0.245,setup_phase,setup_phase,,,ID:door_2|,0
0,close_finished_door_2,0.248,setup_phase,setup_phase,,,ID:door_2|,0
0,lever_retracted_food,0.631,setup_phase,setup_phase,,,ID:food|,0
0,lever_retracted_lever_2,0.659,setup_phase,setup_phase,,,ID:lever_2|,0
0,lever_retracted_lever_1,0.669,setup_phase,setup_phase,,,ID:lever_1|,0
1,new_round,0.775,setup_phase,setup_phase,,,ID:round_LED|,1
1,output_activated,0.778,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_start_round_start,0.791,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,1.28,lever_2_out,lever_2_out,,,ID:round_LED|,1
1,tone_stop_round_start,1.795,lever_2_out,lever_2_out,,,ID:speaker|,1
1,lever_extended_lever_2,2.687,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,lever_pressed_lever_2,5.618,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:1|,1
1,lever_extended_lever_2_|_lever_pressed_lever_2,5.619,lever_2_out,lever_2_out,3.331,,n_presses:1|,1
1,presses_reached_lever_2,5.619,lever_2_out,lever_2_out,3.332,,n_presses:1|,1
1,lever_press,5.619,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,output_activated,5.622,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,tone_start_door_1_open,5.638,lever_2_out,lever_2_out,,,ID:speaker|,1
1,output_deactivated,5.974,lever_2_out,lever_2_out,,,ID:event_LED|,1
1,lever_retracted_lever_2,6.172,lever_2_out,lever_2_out,,,ID:lever_2|,1
1,open_start_door_1,6.633,reward_phase,reward_phase,,,ID:door_1|,1
1,tone_stop_door_1_open,6.644,reward_phase,reward_phase,,,ID:speaker|,1
1,open_finished_door_1,8.238,reward_phase,reward_phase,,,ID:door_1|,1
1,door_1_open_|_beam_broken_door1_ir,9.477,reward_phase,reward_phase,2.846,,beam_ID:door1_ir|,1
1,beam_broken_door1_ir,9.477,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,10.575,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,25.638,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,25.797,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,25.861,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,26.037,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,26.115,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,26.139,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,26.171,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,26.191,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_broken_door1_ir,26.54,reward_phase,reward_phase,,,ID:door1_ir|,1
1,beam_unbroken_door1_ir,27.113,reward_phase,reward_phase,,,ID:door1_ir|,1
1,close_start_door_1,66.692,reward_phase,reward_phase,,,ID:door_1|,1
1,close_finished_door_1,68.65,reward_phase,reward_phase,,,ID:door_1|,1
1,output_activated,68.654,reward_phase,reward_phase,,,ID:round_LED|,1
1,output_deactivated,81.58,reward_phase,reward_phase,,,ID:round_LED|,1
2,new_round,126.591,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,output_activated,126.593,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_start_round_start,126.636,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,127.095,lever_2_out,lever_2_out,,,ID:round_LED|,2
2,tone_stop_round_start,127.642,lever_2_out,lever_2_out,,,ID:speaker|,2
2,lever_extended_lever_2,128.472,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,lever_pressed_lever_2,128.921,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:2|,2
2,lever_extended_lever_2_|_lever_pressed_lever_2,128.921,lever_2_out,lever_2_out,0.82,,n_presses:1|,2
2,presses_reached_lever_2,128.921,lever_2_out,lever_2_out,0.82,,n_presses:1|,2
2,lever_press,128.921,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,output_activated,128.924,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,tone_start_door_1_open,128.956,lever_2_out,lever_2_out,,,ID:speaker|,2
2,output_deactivated,129.276,lever_2_out,lever_2_out,,,ID:event_LED|,2
2,lever_retracted_lever_2,129.678,lever_2_out,lever_2_out,,,ID:lever_2|,2
2,open_start_door_1,129.932,reward_phase,reward_phase,,,ID:door_1|,2
2,tone_stop_door_1_open,129.962,reward_phase,reward_phase,,,ID:speaker|,2
2,open_finished_door_1,131.537,reward_phase,reward_phase,,,ID:door_1|,2
2,door_1_open_|_beam_broken_door1_ir,134.55,reward_phase,reward_phase,4.62,,beam_ID:door1_ir|,2
2,beam_broken_door1_ir,134.551,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,135.193,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,143.682,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,144.59,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,144.848,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,146.677,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,147.286,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,147.494,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_broken_door1_ir,147.51,reward_phase,reward_phase,,,ID:door1_ir|,2
2,beam_unbroken_door1_ir,147.605,reward_phase,reward_phase,,,ID:door1_ir|,2
2,close_start_door_1,189.998,reward_phase,reward_phase,,,ID:door_1|,2
2,close_finished_door_1,191.856,reward_phase,reward_phase,,,ID:door_1|,2
2,output_activated,191.86,reward_phase,reward_phase,,,ID:round_LED|,2
2,output_deactivated,209.697,reward_phase,reward_phase,,,ID:round_LED|,2
3,new_round,254.707,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,output_activated,254.709,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_start_round_start,254.733,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,255.211,lever_2_out,lever_2_out,,,ID:round_LED|,3
3,tone_stop_round_start,255.738,lever_2_out,lever_2_out,,,ID:speaker|,3
3,lever_extended_lever_2,256.592,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,lever_pressed_lever_2,257.039,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:3|,3
3,lever_extended_lever_2_|_lever_pressed_lever_2,257.039,lever_2_out,lever_2_out,0.821,,n_presses:1|,3
3,presses_reached_lever_2,257.04,lever_2_out,lever_2_out,0.821,,n_presses:1|,3
3,lever_press,257.041,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,output_activated,257.043,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,tone_start_door_1_open,257.052,lever_2_out,lever_2_out,,,ID:speaker|,3
3,output_deactivated,257.395,lever_2_out,lever_2_out,,,ID:event_LED|,3
3,lever_retracted_lever_2,257.949,lever_2_out,lever_2_out,,,ID:lever_2|,3
3,open_start_door_1,258.05,reward_phase,reward_phase,,,ID:door_1|,3
3,tone_stop_door_1_open,258.057,reward_phase,reward_phase,,,ID:speaker|,3
3,open_finished_door_1,259.656,reward_phase,reward_phase,,,ID:door_1|,3
3,door_1_open_|_beam_broken_door1_ir,260.617,reward_phase,reward_phase,2.569,,beam_ID:door1_ir|,3
3,beam_broken_door1_ir,260.618,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,261.481,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,261.6,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,261.627,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,261.659,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,261.677,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,262.331,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,262.439,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,262.698,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,262.922,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_broken_door1_ir,264.0,reward_phase,reward_phase,,,ID:door1_ir|,3
3,beam_unbroken_door1_ir,264.609,reward_phase,reward_phase,,,ID:door1_ir|,3
3,close_start_door_1,318.138,reward_phase,reward_phase,,,ID:door_1|,3
3,close_finished_door_1,319.894,reward_phase,reward_phase,,,ID:door_1|,3
3,output_activated,319.898,reward_phase,reward_phase,,,ID:round_LED|,3
3,output_deactivated,345.9,reward_phase,reward_phase,,,ID:round_LED|,3
4,new_round,390.912,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,output_activated,390.913,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_start_round_start,390.922,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,391.416,lever_2_out,lever_2_out,,,ID:round_LED|,4
4,tone_stop_round_start,391.927,lever_2_out,lever_2_out,,,ID:speaker|,4
4,lever_extended_lever_2,392.79,lever_2_out,lever_2_out,,,ID:lever_2|,4
4,lever_pressed_lever_2,393.076,lever_2_out,lever_2_out,,,ID:lever_2|total_presses:4|,4
4,lever_extended_lever_2_|_lever_pressed_lever_2,393.076,lever_2_out,lever_2_out,0.658,,n_presses:1|,4
4,presses_reached_lever_2,393.077,lever_2_out,lever_2_out,0.658,,n_presses:1|,4
4,lever_press,393.08,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,output_activated,393.082,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,tone_start_door_1_open,393.09,lever_2_out,lever_2_out,,,ID:speaker|,4
4,output_deactivated,393.433,lever_2_out,lever_2_out,,,ID:event_LED|,4
4,lever_retracted_lever_2,393.784,lever_2_out,lever_2_out,,,ID:lever_2|,4
4,open_start_door_1,394.091,reward_phase,reward_phase,,,ID:door_1|,4
4,tone_stop_door_1_open,394.095,reward_phase,reward_phase,,,ID:speaker|,4
4,open_finished_door_1,395.696,reward_phase,reward_phase,,,ID:door_1|,4
4,door_1_open_|_beam_broken_door1_ir,397.59,reward_phase,reward_phase,3.501,,beam_ID:door1_ir|,4
4,beam_broken_door1_ir,397.59,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,398.021,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_broken_door1_ir,421.019,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,426.806,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_broken_door1_ir,426.821,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,427.558,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_broken_door1_ir,431.201,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,433.663,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_broken_door1_ir,434.089,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,439.624,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_broken_door1_ir,447.129,reward_phase,reward_phase,,,ID:door1_ir|,4
4,beam_unbroken_door1_ir,447.49,reward_phase,reward_phase,,,ID:door1_ir|,4
4,close_start_door_1,454.135,reward_phase,reward_phase,,,ID:door_1|,4
4,close_finished_door_1,455.992,reward_phase,reward_phase,,,ID:door_1|,4
4,output_activated,455.999,reward_phase,reward_phase,,,ID:round_LED|,4
4,output_deactivated,468.875,reward_phase,reward_phase,,,ID:round_LED|,4
5,new_round,513.885,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,output_activated,513.887,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,tone_start_round_start,513.898,lever_1_out,lever_1_out,,,ID:speaker|,5
5,output_deactivated,514.389,lever_1_out,lever_1_out,,,ID:round_LED|,5
5,tone_stop_round_start,514.903,lever_1_out,lever_1_out,,,ID:speaker|,5
5,lever_extended_lever_1,515.764,lever_1_out,lever_1_out,,,ID:lever_1|,5
5,lever_pressed_lever_1,519.792,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:1|,5
5,lever_extended_lever_1_|_lever_pressed_lever_1,519.792,lever_1_out,lever_1_out,4.399,,n_presses:1|,5
5,presses_reached_lever_1,519.792,lever_1_out,lever_1_out,4.4,,n_presses:1|,5
5,lever_press,519.795,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,output_activated,519.796,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,tone_start_door_2_open,519.807,lever_1_out,lever_1_out,,,ID:speaker|,5
5,output_deactivated,520.148,lever_1_out,lever_1_out,,,ID:event_LED|,5
5,lever_retracted_lever_1,520.649,lever_1_out,lever_1_out,,,ID:lever_1|,5
5,open_start_door_2,520.805,reward_phase,reward_phase,,,ID:door_2|,5
5,tone_stop_door_2_open,520.814,reward_phase,reward_phase,,,ID:speaker|,5
5,open_finished_door_2,522.41,reward_phase,reward_phase,,,ID:door_2|,5
5,door_2_open_|_beam_broken_door2_ir,523.264,reward_phase,reward_phase,2.461,,beam_ID:door2_ir|,5
5,beam_broken_door2_ir,523.264,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,523.383,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,523.471,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,524.933,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,527.993,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,530.316,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,530.331,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,530.351,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_broken_door2_ir,531.313,reward_phase,reward_phase,,,ID:door2_ir|,5
5,beam_unbroken_door2_ir,532.039,reward_phase,reward_phase,,,ID:door2_ir|,5
5,close_start_door_2,580.889,reward_phase,reward_phase,,,ID:door_2|,5
5,close_finished_door_2,582.495,reward_phase,reward_phase,,,ID:door_2|,5
5,output_activated,582.499,reward_phase,reward_phase,,,ID:round_LED|,5
5,output_deactivated,599.184,reward_phase,reward_phase,,,ID:round_LED|,5
6,new_round,644.193,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,output_activated,644.195,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,tone_start_round_start,644.198,lever_1_out,lever_1_out,,,ID:speaker|,6
6,output_deactivated,644.697,lever_1_out,lever_1_out,,,ID:round_LED|,6
6,tone_stop_round_start,645.203,lever_1_out,lever_1_out,,,ID:speaker|,6
6,lever_extended_lever_1,646.074,lever_1_out,lever_1_out,,,ID:lever_1|,6
6,lever_pressed_lever_1,650.691,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:2|,6
6,lever_extended_lever_1_|_lever_pressed_lever_1,650.691,lever_1_out,lever_1_out,4.988,,n_presses:1|,6
6,presses_reached_lever_1,650.691,lever_1_out,lever_1_out,4.988,,n_presses:1|,6
6,lever_press,650.691,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,output_activated,650.693,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,tone_start_door_2_open,650.716,lever_1_out,lever_1_out,,,ID:speaker|,6
6,output_deactivated,651.044,lever_1_out,lever_1_out,,,ID:event_LED|,6
6,lever_retracted_lever_1,651.545,lever_1_out,lever_1_out,,,ID:lever_1|,6
6,open_start_door_2,651.703,reward_phase,reward_phase,,,ID:door_2|,6
6,tone_stop_door_2_open,651.72,reward_phase,reward_phase,,,ID:speaker|,6
6,open_finished_door_2,653.309,reward_phase,reward_phase,,,ID:door_2|,6
6,door_2_open_|_beam_broken_door2_ir,654.154,reward_phase,reward_phase,2.453,,beam_ID:door2_ir|,6
6,beam_broken_door2_ir,654.154,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,654.603,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,655.819,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,655.914,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,656.12,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,659.568,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,659.62,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,659.821,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_broken_door2_ir,661.734,reward_phase,reward_phase,,,ID:door2_ir|,6
6,beam_unbroken_door2_ir,661.751,reward_phase,reward_phase,,,ID:door2_ir|,6
6,close_start_door_2,711.771,reward_phase,reward_phase,,,ID:door_2|,6
6,close_finished_door_2,713.328,reward_phase,reward_phase,,,ID:door_2|,6
6,output_activated,713.33,reward_phase,reward_phase,,,ID:round_LED|,6
6,output_deactivated,724.204,reward_phase,reward_phase,,,ID:round_LED|,6
7,new_round,769.212,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,output_activated,769.214,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,tone_start_round_start,769.24,lever_1_out,lever_1_out,,,ID:speaker|,7
7,output_deactivated,769.716,lever_1_out,lever_1_out,,,ID:round_LED|,7
7,tone_stop_round_start,770.245,lever_1_out,lever_1_out,,,ID:speaker|,7
7,lever_extended_lever_1,771.091,lever_1_out,lever_1_out,,,ID:lever_1|,7
7,lever_pressed_lever_1,783.725,lever_1_out,lever_1_out,,,ID:lever_1|total_presses:3|,7
7,lever_extended_lever_1_|_lever_pressed_lever_1,783.725,lever_1_out,lever_1_out,13.004,,n_presses:1|,7
7,presses_reached_lever_1,783.725,lever_1_out,lever_1_out,13.004,,n_presses:1|,7
7,lever_press,783.726,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,output_activated,783.729,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,tone_start_door_2_open,783.745,lever_1_out,lever_1_out,,,ID:speaker|,7
7,output_deactivated,784.081,lever_1_out,lever_1_out,,,ID:event_LED|,7
7,lever_retracted_lever_1,784.632,lever_1_out,lever_1_out,,,ID:lever_1|,7
7,open_start_door_2,784.737,reward_phase,reward_phase,,,ID:door_2|,7
7,tone_stop_door_2_open,784.75,reward_phase,reward_phase,,,ID:speaker|,7
7,open_finished_door_2,786.343,reward_phase,reward_phase,,,ID:door_2|,7
7,door_2_open_|_beam_broken_door2_ir,786.661,reward_phase,reward_phase,1.926,,beam_ID:door2_ir|,7
7,beam_broken_door2_ir,786.661,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,787.013,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,789.103,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,789.113,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,789.24,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,789.64,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,793.445,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,793.482,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_broken_door2_ir,794.047,reward_phase,reward_phase,,,ID:door2_ir|,7
7,beam_unbroken_door2_ir,794.327,reward_phase,reward_phase,,,ID:door2_ir|,7
7,close_start_door_2,844.739,reward_phase,reward_phase,,,ID:door_2|,7
